CityNumber,CityName,Country,Max Temperature,Latitude,Longitude,Humidity (%),Cloudness (%),WindSpeed
2030065,Mandalgovi,MN,-0.43,45.76,106.27,56,0,5.17
245669,Adre,TD,62.48,13.47,22.2,51,0,12.21
2030079,Bayan,MN,-1.87,47.25,107.54,49,0,2.93
2013921,Ust-Kuyga,RU,-38.23,70.0,135.55,0,32,3.71
4031637,Lavrentiya,RU,-8.35,65.58,-170.99,82,0,14.79
3115824,Muros,ES,41.0,42.77,-9.06,69,0,4.7
546105,Nikolskoye,RU,23.0,59.7,30.79,85,75,15.66
5106834,Albany,US,26.96,42.65,-73.75,68,90,14.99
6620339,Karratha,AU,107.26,-20.74,116.85,13,0,7.96
1630723,Poso,ID,82.51,-1.4,120.75,100,0,3.04
1498161,Muzhi,RU,-25.95,65.4,64.7,40,12,5.28
522260,Nikel,NO,24.8,69.41,30.21,79,8,20.8
2221513,Tignere,CM,54.16,7.37,12.65,62,0,3.27
3526662,Teya,MX,69.8,21.05,-89.07,64,5,4.7
1273574,Vaini,IN,55.4,15.34,74.49,71,0,4.05
3467604,Canarana,BR,72.38,-11.69,-41.77,78,76,8.63
2831486,Soltau,DE,37.4,52.99,9.84,100,75,9.17
2541479,Nador,MA,51.8,35.17,-2.93,81,92,9.17
3420846,Qaqortoq,GL,26.53,60.72,-46.03,90,76,4.27
2069194,Jamestown,AU,84.13,-33.21,138.6,63,0,7.85
2189343,Kaeo,NZ,76.21,-35.1,173.78,69,100,4.05
2094746,Kandrian,PG,84.31,-6.21,149.55,78,56,3.71
2980080,Saint-Francois,FR,30.2,46.42,3.91,86,75,5.82
2450173,Taoudenni,ML,37.06,22.68,-3.98,60,0,3.6
1514125,Dustlik,UZ,38.63,40.53,68.03,92,68,8.63
1636308,Manokwari,ID,81.83,-0.87,134.08,100,12,4.5
3385935,Tucurui,BR,72.38,-3.77,-49.67,100,92,2.15
2075265,Busselton,AU,68.51,-33.64,115.35,97,0,3.83
6355222,Yulara,AU,104.0,-25.24,130.99,8,0,14.99
1800475,Suba,CN,40.43,28.73,103.51,85,0,2.71
3934608,Tucuman,PE,57.94,-17.17,-70.89,94,88,3.38
1627185,Sijunjung,ID,74.14,-0.69,100.95,93,88,3.27
1278935,Amalapuram,IN,71.6,16.58,82.0,78,32,4.7
5847411,Kahului,US,78.98,20.89,-156.47,64,40,12.75
2100933,Ambunti,PG,81.97,-4.22,142.82,85,44,3.04
2194098,Ahipara,NZ,76.43,-35.17,173.16,67,36,9.42
6201424,Mataura,NZ,55.78,-46.19,168.86,73,92,20.83
1267390,Kavaratti,IN,81.43,10.57,72.64,100,0,8.19
3372472,Vila Franca do Campo,PT,55.4,37.72,-25.43,87,20,12.75
2012510,Zhireken,RU,-1.92,52.82,117.29,65,24,2.71
4927537,Valparaiso,US,28.4,41.47,-87.06,82,90,4.7
2110227,Butaritari,KI,85.79,3.07,172.79,100,76,8.63
4035715,Avarua,CK,80.6,-21.21,-159.78,65,75,17.22
2128975,Nemuro,JP,23.0,43.32,145.57,53,75,16.11
2012530,Zhigansk,RU,-32.97,66.77,123.37,0,68,5.73
1644605,Galesong,ID,87.8,-5.32,119.37,66,20,4.7
2429344,Kyabe,TD,64.78,9.45,18.94,37,0,8.41
2018735,Nyurba,RU,-9.3,63.29,118.35,66,32,3.49
2517679,Fortuna,ES,41.0,38.18,-1.13,44,0,8.05
2447513,Arlit,NE,47.0,18.74,7.39,79,0,2.93
6185377,Yellowknife,CA,-9.41,62.45,-114.38,76,90,12.75
2644605,Lerwick,GB,48.2,60.15,-1.15,93,44,27.51
3933024,Paramonga,PE,72.34,-10.68,-77.82,100,48,7.29
4501427,Port Elizabeth,US,33.08,39.31,-74.98,55,1,17.22
3382160,Cayenne,GF,78.8,4.94,-52.33,78,75,3.36
2122262,Palana,RU,22.12,59.08,159.95,81,32,4.27
2037485,Erenhot,CN,11.0,43.65,111.97,64,0,9.64
1270232,Hata,IN,53.44,26.74,83.74,84,0,2.93
2138522,Poya,NC,76.57,-21.35,165.16,100,76,19.71
1486910,Komsomolskiy,RU,-9.61,67.55,63.78,67,24,14.0
5955902,Fort Nelson,CA,-13.01,58.81,-122.69,75,20,2.48
3442727,Durazno,UY,62.75,-33.38,-56.52,95,56,6.62
5563397,Eureka,US,55.94,40.8,-124.16,100,40,13.87
3653967,Muisne,EC,72.97,0.61,-80.02,93,88,2.59
1502879,Kolosovka,RU,-8.67,56.47,73.61,66,68,7.63
2155562,Nelson Bay,AU,87.8,-32.72,152.14,52,0,14.99
3369157,Cape Town,ZA,62.6,-33.93,18.42,88,75,9.17
3402648,Carutapera,BR,74.59,-1.2,-46.02,99,88,1.92
64814,Bandarbeyla,SO,75.71,9.49,50.81,100,92,21.16
1797132,Rizhao,CN,37.78,35.43,119.46,98,80,4.61
5543462,Moroni,US,26.53,39.52,-111.59,86,48,2.15
1502063,Krasnoturansk,RU,-2.21,54.32,91.57,77,48,4.47
1689431,San Jose,PH,77.38,15.79,120.99,81,76,5.39
1215502,Banda Aceh,ID,81.83,5.56,95.32,85,32,4.61
1490256,Talnakh,RU,-29.1,69.49,88.39,46,36,3.6
6255012,Flinders,AU,77.0,-34.58,150.85,78,75,10.29
3395981,Maceio,BR,77.0,-9.67,-35.74,83,40,3.36
1865309,Katsuura,JP,53.6,33.93,134.5,46,40,13.87
1493162,Salym,RU,-21.9,60.06,71.48,32,0,2.71
1651461,Amuntai,ID,75.53,-2.42,115.25,95,92,2.93
6180550,Whitehorse,CA,-7.61,60.72,-135.06,76,75,16.11
2176639,Batemans Bay,AU,74.0,-35.71,150.18,88,12,2.93
4004293,Ixtapa,MX,78.8,20.71,-105.21,88,5,5.82
1789001,Kaihua,CN,47.86,29.14,118.41,94,92,2.37
3520994,Puerto Escondido,MX,82.4,15.86,-97.07,69,20,11.21
1267239,Hosakote,IN,61.85,16.06,75.46,75,0,4.16
566868,Dedovichi,RU,8.71,57.55,29.95,79,44,9.53
2019718,Mukhen,RU,5.96,48.19,136.14,48,0,5.73
1512019,Aksarka,RU,-28.02,66.56,67.8,0,32,8.3
2158744,Margate,AU,82.4,-43.03,147.26,63,0,12.75
3418910,Upernavik,GL,-5.56,72.79,-56.15,100,20,7.74
162627,Yabrud,SY,32.0,33.97,36.66,62,0,5.82
